subject_id,workflow_id,timestep,activity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1,S01_W00,17,sitting,0.5858132223041085,0.21484953249987257,0.2911805933146406,-0.06983677885056912,0.10496675634351607,0.22501329763909722
1,S01_W00,18,sitting,0.5244594301085517,0.26340638511938214,0.4917328908216744,-0.17934196188186624,0.03617572926762378,0.042576869811275134
1,S01_W00,19,sitting,0.42628589723469285,0.12550699461469977,0.4269141665728072,-0.1020814929066475,-0.030319729199000958,0.03586744270737195
1,S01_W00,20,sitting,0.4822115686345199,0.30340321027997874,0.5370977264291659,0.14874192846569984,0.12048654545794862,0.03834756829424818
1,S01_W00,21,sitting,0.286065344981247,0.2584067796938763,0.31340353464510445,-0.11765963333929436,0.03835515900122298,0.10663007929042143
1,S01_W00,22,sitting,0.5412441216519589,0.2501156955781458,0.36664877775344895,-0.16734788808142692,-0.04666252310539988,0.0793571974159474
1,S01_W00,23,sitting,0.4508371694991766,0.37947293388555936,0.3904823197868956,-0.005941473162471414,0.04735777325149784,0.023820425478512805
1,S01_W00,24,sitting,0.3769413472302272,0.18043160641537392,0.5508777606304254,-0.15033708434516535,0.15436996690424515,0.046721340098099126
1,S01_W00,25,sitting,0.5275238024895161,0.2695810004886905,0.3684270893180386,-0.08795309645360566,0.03489732692108744,0.15496624826609903
1,S01_W00,26,sitting,0.41528251440598585,0.14099545905392447,0.2788983593985587,-0.07095139204134751,0.21359725915395283,0.132390013829204
1,S01_W00,27,sitting,0.44070900136675917,0.2620924820546407,0.48560535008150085,-0.06727450129100221,0.054385502035417047,0.20838913872018328
1,S01_W00,28,sitting,0.48285487151845696,0.3621925472841325,0.39559181499740365,-0.18284960260943844,-0.022203226178183197,0.2522406733032253
1,S01_W00,29,sitting,0.5846371748866631,0.224999170952485,0.3499014372537061,0.03195622421036057,-0.0013242065382212537,0.048853614031211176
1,S01_W00,30,sitting,0.49623483740537844,0.20774368240914937,0.37958516745461435,-0.0981022081040683,0.11423546078625887,0.23328050701643557
1,S01_W00,31,sitting,0.4498755096589664,0.29070112957919525,0.2152344985883743,-0.08899188077816236,0.01976123628070031,0.02341185269314433
1,S01_W00,32,sitting,0.37007191553784247,0.21225246446763854,0.451588509186153,-0.1912735910750431,0.08966045205185735,0.08240295565522436
1,S01_W00,33,sitting,0.4116412145879741,0.3189215137948545,0.42024821066519,0.021761820078783703,0.0748398682986053,0.06566530953492986
1,S01_W00,34,sitting,0.4173131756218285,0.2577412929990606,0.3900221950551194,-0.17204897612611125,0.09443001193477138,0.13978771582399122
1,S01_W00,35,sitting,0.6338228637279095,0.388051798651868,0.3061490482872839,-0.10835650518397875,-0.029893905705732304,0.07444607498250398
1,S01_W00,36,sitting,0.45471310816908833,0.333857146716795,0.3144091055882647,-0.1377654185690379,-0.08461092315002014,0.10884694335270068
1,S01_W00,37,sitting,0.34134858304941595,0.1944402314518664,0.30072972846453805,-0.09304249313203773,-0.05345520607895081,0.0046385164839884
1,S01_W00,38,sitting,0.5933964345203094,0.1331299880759853,0.2810944882368356,0.06138393253573275,0.3195594274243471,0.028403012727291482
1,S01_W00,39,sitting,0.3901503072360778,0.2626985320053641,0.5049084475386629,-0.16458520971619206,0.06752293894330397,0.18442579899466927
1,S01_W00,40,sitting,0.45078451032366806,0.20445380914089464,0.3534993578465981,-0.1956955919668386,0.06808250531568336,0.10102244730146887
1,S01_W00,41,sitting,0.43081015838330433,0.18921429203591889,0.39933890080027973,-0.004753693372382045,0.09956211612713073,0.15055278285265095
1,S01_W00,42,sitting,0.4125636658572865,0.2326634428329431,0.3011207798378025,-0.0605181546717206,0.07933633534913821,0.28992870065408793
1,S01_W00,43,sitting,0.5300967002445172,0.26246278904868503,0.29485045006101135,-0.17489701332636615,0.18240232234976275,0.14354225941929902
1,S01_W00,44,sitting,0.43840040561850413,0.09088884055618038,0.42696083787881434,-0.04961648968750246,-0.0017318148753520252,0.08483152525913898
1,S01_W00,45,sitting,0.41669173092472683,0.2334361539788834,0.32608515818157463,-0.09431477888134807,0.06693633559329909,0.1347737911695518
1,S01_W00,46,sitting,0.5087652541149467,0.022611841175720127,0.3270276246220083,-0.07197986249735326,0.11076606447505166,0.09281499051144874
1,S01_W00,47,sitting,0.24580722369999825,0.25281268212636393,0.4805055967418631,-0.2088744043081321,0.15618494058458396,0.09626959267766357
1,S01_W00,48,sitting,0.376587107484969,0.1408927401325083,0.3117297061606006,0.017773983842067728,0.13368340901374665,0.2611040850440683
1,S01_W00,49,sitting,0.4706846864049079,0.258726438389511,0.4739979168488804,-0.05117363848334219,0.1533024711593241,0.09874513051643016
1,S01_W00,50,sitting,0.37666632561344304,0.16620406672549953,0.409476908354425,-0.18062026399703607,0.14964401016043727,0.10715449366934257
1,S01_W00,51,sitting,0.4597473318240615,0.28038985042887027,0.4716208592391362,-0.02795621762085073,-0.03871453236918024,0.11697024001115289
1,S01_W00,52,sitting,0.2668476854320571,0.17710452253732187,0.4423602983041067,-0.035477003304172,0.03112709982933881,0.04113319265735124
1,S01_W00,53,sitting,0.35764920942271317,0.11941325081220669,0.26309959067792305,-0.061579723361524126,0.17945948488293292,0.17081979451346402
1,S01_W00,54,sitting,0.16600151695729712,0.2391835072174023,0.317720365714749,-0.05348925042556242,0.21632442735874696,-0.043067644324254625
1,S01_W00,55,sitting,0.29615614029352383,0.26012813778339294,0.18043731426939885,0.031445654457112365,0.11649278313420969,0.18957496937944912
1,S01_W00,56,standing,0.4898109425498862,0.3639958457762819,0.5451213479110024,-0.06036485486270507,0.10549030667117136,0.1521978361730929
1,S01_W00,57,standing,0.47567567776238584,0.28790657672360326,0.46173422744865644,-0.04845224387920309,0.16669005071256088,0.047026687648689475
1,S01_W00,58,standing,0.5433847076204699,0.4188949414345724,0.4280357560074959,-0.14516692018137478,0.10282066474977869,0.20038042541474113
1,S01_W00,59,standing,0.5623064719222532,0.40722048022699203,0.568919288219321,-0.012315924385328775,0.13089817837572915,0.320142335021655
1,S01_W00,60,standing,0.5523318248519937,0.1410025610317201,0.6408083548787273,-0.11656300918575138,0.0951326456578022,0.23977466845578893
1,S01_W00,61,standing,0.447243442413901,0.20138898587320575,0.39567176800073084,-0.14377384467559873,0.12160718563677483,0.17800583371389114
1,S01_W00,62,standing,0.6035154241804322,0.1885918131051252,0.34946138536030097,-0.07620033091472357,0.048628948608165905,0.17386114991567486
1,S01_W00,63,standing,0.6428528099757066,0.312620880058188,0.6047429920914547,-0.06252658237932233,0.1287117405325744,0.08175482898281976
1,S01_W00,64,standing,0.5768894659044086,0.3171086178258324,0.6183832158633946,-0.11268624993071118,0.12793626714543024,0.11785854660451014
1,S01_W00,65,standing,0.5856819838213583,0.3673898861857517,0.40123104289171896,-0.18523616990325453,-0.032394801895156006,-0.04658847578864961
1,S01_W00,66,standing,0.5439038249044915,0.3605022237290143,0.5449284524639969,-0.06603392724267176,0.17325542385852993,0.24726872564717906
1,S01_W00,67,standing,0.594955000863756,0.40821135864530045,0.5812246441000821,-0.14919440929415337,0.03850487116059739,0.023541454148267985
1,S01_W00,68,standing,0.5309878898682228,0.2705185277644904,0.6433539957255268,0.05510761814894123,-0.02457783612600084,0.17431830090666273
1,S01_W00,69,standing,0.5195705352518685,0.3362300394404226,0.5728573070154546,-0.22938317104866152,0.16020116986921212,0.09537664040672486
1,S01_W00,70,standing,0.5600930836069691,0.2116282192755486,0.5343317159448129,-0.04904083606666741,0.0707395570449482,0.17093080300069932
1,S01_W00,71,standing,0.6309595583296476,0.4016759717304048,0.5616251932679557,-0.20178599378648662,0.17119958795467538,0.11895617987726578
1,S01_W00,72,standing,0.6895789819081343,0.32536914031393954,0.579966594641096,-0.056103818274510095,0.2418465139954635,0.3124470147155861
1,S01_W00,73,standing,0.6035697072154499,0.30605233317923397,0.676996140684593,-0.1520298052533514,0.11235590501779048,0.14500854224512777
1,S01_W00,74,standing,0.619939521939612,0.2249688153425031,0.463196485592584,-0.2505884241934076,-0.003734609630679092,0.11114792359322831
1,S01_W00,75,standing,0.5673787568290647,0.4448821627443462,0.677329545701673,-0.16209093805645497,0.1134197441711787,0.11601517082481363
1,S01_W00,76,standing,0.5632927079555288,0.30286024208773865,0.6358946065368628,-0.11263857647739157,0.17065926918211896,0.057940699288526964
1,S01_W00,77,standing,0.5809595183770385,0.49384489158824707,0.6007420142333949,0.02878538800824615,0.09282199453588458,0.1964468431587859
1,S01_W00,78,standing,0.5695268891387586,0.27026264297408303,0.5160986738448928,-0.05182044117063468,0.017327818546336818,0.20389475832602344
1,S01_W00,79,standing,0.6537213423516064,0.3109506970857882,0.5501507531962839,-0.05029826252281969,0.06070856629680837,0.22612908342827065
1,S01_W00,80,standing,0.41243291259660114,0.2523824914338016,0.40741747485687474,-0.20658879839612204,0.19446423324267081,0.22351136954452921
1,S01_W00,81,standing,0.4926600440137654,0.1565049996827098,0.3221987343919529,-0.13082874727471272,0.27894254981626704,0.18727223674833454
1,S01_W00,82,standing,0.49596101547811344,0.3112585792393778,0.4262200054846833,-0.11149619557429084,0.09322291271827522,0.14615182555799233
1,S01_W00,83,standing,0.5937454686845334,0.2988448038680812,0.5953673689089208,-0.14313667566502722,0.15704660723661254,0.28388647642330933
1,S01_W00,84,standing,0.4418809449624781,0.19735419258831444,0.6386513195276797,-0.1037256355137176,0.19748506022104795,0.11867337791881499
1,S01_W00,85,standing,0.6241794396603856,0.275862556946758,0.5414322344881739,0.03641412401259113,0.05619701988060597,0.07926407347750655
1,S01_W00,86,standing,0.4594590044983694,0.2983830442669392,0.38361371074485695,-0.03810415663903333,0.04199761649329803,0.24682918262477802
1,S01_W00,87,standing,0.2906728905848909,0.19600414630944935,0.36119137592268613,-0.15553135255284445,0.10487463144679668,0.14108893067836598
1,S01_W00,88,standing,0.44813131333669276,0.24280984544237705,0.4987685105791186,-0.17043905973519735,0.14157276007250463,0.208835641375962
1,S01_W00,89,standing,0.4847288008240366,0.29656643632742036,0.4917756739451641,0.07273511703383964,0.07802209423121187,0.13162328094237297
1,S01_W00,90,standing,0.37852364061350496,0.1658475721769381,0.35326889905571646,-0.16147988429585944,0.07930146317390381,0.18327326438868316
1,S01_W00,91,standing,0.42715366321758363,0.18345813509396178,0.508830403109822,-0.03151862816313127,0.07215173789235405,0.1046080985717564
1,S01_W00,92,standing,0.4505909992340108,0.2559006559074007,0.304205452627256,-0.09639522417464982,0.10585563483724823,0.08514945283999174
1,S01_W00,93,standing,0.40497943653988466,0.12053016073833811,0.5094693287055558,0.00860496586137402,0.06466202402775828,0.18645683720029177
1,S01_W00,94,standing,0.17951788892449994,0.1403546995963112,0.3608989079831585,-0.1772644410086141,0.14198725799646117,0.3173913850854975
1,S01_W00,95,standing,0.2601713707222496,0.16170738165232595,0.3844023021688308,0.037144697355269554,-0.012980775811500589,0.17772936218775304
1,S01_W00,96,standing,0.4814882659239412,0.09230312119783182,0.2436162325131933,-0.12587146208021174,0.04313723991300417,0.2229849518899092
1,S01_W00,97,standing,0.3361224407457977,0.07808585496609838,0.3672729372937868,-0.13841146642001292,0.18671676001080578,0.10791172857601698
1,S01_W00,98,standing,0.2464146845357154,0.2589140332545718,0.3664495517799774,-0.05657247501910932,-0.050108595774564946,0.20127482505129685
1,S01_W00,99,standing,0.19473069499539009,0.2298901854923821,0.17036404577958486,-0.05691295769865778,0.020191032017906826,0.055706051678392654
1,S01_W00,100,standing,0.31431857519926143,0.22575038568101588,0.21350009958941546,0.023291419934321697,0.04944806295918306,0.1609415768226017
1,S01_W00,101,standing,0.2580995682783258,0.15210467653172755,0.27820962420231765,-0.13564873117639556,0.051752069842915596,0.2674118787123892
1,S01_W00,102,standing,0.13237940096846168,0.003825352705577434,0.3468770023457598,0.1108188685946336,0.052246048212494615,0.003452284546942741
1,S01_W00,103,standing,0.1695245833419958,0.1690328072091902,0.17991289553669843,-0.18233810452298826,0.13101851708555776,0.20033013413806217
1,S01_W00,104,standing,0.05327659302895206,0.24286465104024493,0.33608710236366335,-0.07963452728860795,0.057655238124478016,0.14695086991337336
1,S01_W00,105,standing,0.20027603743468336,0.043391260411781124,0.1614897409818661,-0.12473712131560075,0.2324564726767272,0.14429027869985978
1,S01_W00,106,standing,0.26250608692908123,0.08838204956405536,0.17152657934420604,-0.06804078434480457,0.015097512721958278,0.17230017522219895
1,S01_W00,107,standing,0.2039220824902394,0.145536989143197,-0.034821638544939096,-0.09507460078285226,0.012419870678175501,0.13057705898998964
1,S01_W00,108,standing,0.07809806617468741,0.02967236430070147,-0.05290420582529157,-0.05513858420465739,0.04279283712952729,-0.047387854629311554
1,S01_W00,109,walking,1.5037753940758383,1.1324523831507847,0.9925105001995984,0.0065434704463154525,0.10880795604547147,0.4576684665987958
1,S01_W00,110,walking,1.8837806452618868,1.0973162095976892,1.2840202054413004,0.07199130136174867,0.10151722487689928,0.48732188073652966
1,S01_W00,111,walking,1.9703432472282425,0.9625618062967181,1.3630442315706757,-0.009742240717856725,0.08827051477944983,0.5646519263201046
1,S01_W00,112,walking,1.925693441290879,0.8991715050146188,1.501639768567976,-0.053636719447466216,0.09080601508233002,0.27197629996719347
1,S01_W00,113,walking,1.8981338574064488,0.7887048484422597,1.2988699864623725,-0.17624368697166465,-0.06799886341362124,0.44323362200840144
1,S01_W00,114,walking,1.9638495249645982,0.7401734649275515,1.3384905421257265,-0.16818027182351308,0.0807764422371286,0.3883132398935334
1,S01_W00,115,walking,1.624728320326605,0.7044771407152834,1.2708769612424422,-0.17230634439698495,-0.011456280132914035,0.5294529162930672
1,S01_W00,116,walking,1.3576793884046299,0.5516830177634511,1.0767495750567073,-0.3747862275622913,-0.14139379019744858,0.5349690928283046
1,S01_W00,117,walking,1.0873908949626414,0.3579633751707573,0.83760146110625,-0.2308908708882879,-0.20339348943712238,0.3670244744495996
1,S01_W00,118,walking,0.6640079547831048,0.4394463391370321,0.5782895387464666,-0.291349873469255,-0.11537511510689966,0.40369379189671883
1,S01_W00,119,walking,0.36138098049828127,0.20725541111919246,0.2827547302656117,-0.3857272045778092,-0.0037061529945680016,0.5122596638210962
1,S01_W00,120,walking,-0.0394692458502682,0.145990444632806,-0.05283553709407783,-0.553932756045738,0.05384188203034758,0.6008317450743462
1,S01_W00,121,walking,-0.6051093645653317,-0.18815140745938969,0.37314207843797687,-0.2884062932445056,0.11862936977504022,0.55316906533084
1,S01_W00,122,walking,-0.9493214797322124,-0.2296709766235607,0.6350414884354184,-0.36139550861186187,-0.10381871529683293,0.6816630048688146
1,S01_W00,123,walking,-1.128369469746616,-0.1827105209265549,0.7954323376110287,-0.23078767233204603,0.03253431770498548,0.5589071719805924
1,S01_W00,124,walking,-1.4616315505012305,-0.3331580455424078,1.1167215844022547,-0.19907497084193293,0.013966762102785593,0.3863972371801025
1,S01_W00,125,walking,-1.7705714108541912,-0.5324616532649059,1.0867743414068063,-0.05792837522144009,0.13165585643416028,0.6432460338891508
1,S01_W00,126,walking,-1.8878857734009329,-0.47612853360821744,1.257692807434383,-0.113236278831163,-0.08629991512953819,0.5715276748264118
1,S01_W00,127,walking,-1.9442767771095184,-0.7755850161982928,1.2521380008127723,-0.07057521640119914,0.153932844174496,0.6164012787938349
1,S01_W00,128,walking,-1.8976371822886207,-0.7285105134276972,1.190744744712576,-0.016242110563753364,-0.06652183716049569,0.5377099512673059
1,S01_W00,129,walking,-1.8197481677325962,-0.9143204717454021,1.0936269463878117,0.09113455932746711,-0.11205270625038571,0.5447415147901142
1,S01_W00,130,walking,-1.461755477385327,-0.7834181627004773,0.9413407071481782,0.11539459516717958,-0.02517915065765107,0.47245316728429887
1,S01_W00,131,walking,-1.2267735305395278,-0.8789459321086346,0.7193754122922464,0.24266179959381928,0.043968330494691524,0.4640343624210538
1,S01_W00,132,walking,-0.9394634140210839,-0.9197692516826567,0.3200449003977339,0.13858832624315612,0.0873262328969501,0.5275033732178053
1,S01_W00,133,walking,-0.5880933433369174,-0.9264440955818468,0.0006932085109142283,0.2207428146830832,0.10176693036610276,0.4807407230815655
1,S01_W00,134,walking,-0.18390869178923452,-0.8367050367512334,-0.13572667111725692,0.03367965377034135,-0.05611925089295883,0.5781233325246813
1,S01_W00,135,walking,0.24584293397361956,-0.9476360122418725,0.3610818819230136,-0.023705839631496195,0.13735836111615024,0.7044321440923901
1,S01_W00,136,walking,0.5185910037113641,-0.9414014192275043,0.4908941881074932,0.09165024885384014,0.09221126061246235,0.697260196707623
1,S01_W00,137,walking,1.0795748240925487,-0.8973042495577368,0.9566949992145662,0.12646080553185154,0.2708479930376625,0.5789622437525813
1,S01_W00,138,walking,1.2090946006828172,-0.7877301726623225,1.2650705209233923,0.1414906435827562,0.08566755704943325,0.6671300072223527
1,S01_W00,139,walking,1.3649551896374557,-0.7904835680390979,1.2330021606600317,0.01756298213370367,0.17553687547368757,0.5937311861134388
1,S01_W00,140,walking,1.5361315879557476,-0.6402644075160558,1.090728784404508,0.004976274205278151,0.08485682813458675,0.48004771050781886
1,S01_W00,141,walking,1.5347902215189926,-0.5800964740539951,1.2074718307589407,-0.047175376432929586,0.06524752934547595,0.5655114949892798
1,S01_W00,142,walking,1.437275386603271,-0.4937965323011931,1.2340235557545336,-0.2581532405092383,0.23868530703676905,0.605557682117966
1,S01_W00,143,walking,1.1955093061649698,-0.5419385519445945,1.0941307744262834,-0.2543649377320185,0.17940445617690015,0.6005436674602851
1,S01_W00,144,walking,1.154015463093482,-0.19787774966256064,0.8307886757489844,-0.38189862254846646,0.10587313541028717,0.6279738375966482
1,S01_W00,145,walking,0.9629142218788128,-0.19130880789082977,0.49481530661618556,-0.4655799068762911,0.1310103588806743,0.5621331639840589
1,S01_W00,146,walking,0.5113775784322203,-0.03298605985926436,0.40809487171537806,-0.27400424299404946,0.14648431395638764,0.5394690676533251
1,S01_W00,147,walking,0.23402879945008567,-0.03588915930510325,0.1791143007540308,-0.36454774670670265,0.19024363710716236,0.7370310759999236
1,S01_W00,148,walking,-0.21238454492103828,0.3755608249144068,0.1413285132700012,-0.4750695275651629,0.20764805145654402,0.5251947699194123
1,S01_W00,149,walking,-0.5714906114727452,0.3654385087489563,0.5249562111317403,-0.4081855012030102,0.27960425865004346,0.7050308496960708
1,S01_W00,150,walking,-0.7165189682056098,0.4965658760131341,0.8871822995926611,-0.48046601865149174,0.17229703175000152,0.544015692690859
1,S01_W00,151,walking,-1.095689774981688,0.52509577174727,1.0243726926422732,-0.13855177931458723,0.1798668551747373,0.6472350876790581
1,S01_W00,152,walking,-1.3361457297653205,0.6880429988187635,1.247086648426519,-0.20199953404147708,0.28103585219499905,0.7464882477267585
1,S01_W00,153,walking,-1.4316515639170382,0.8334811129808535,1.3028314895752047,-0.18586287338830038,0.25612512161700696,0.6843484803631479
1,S01_W00,154,walking,-1.4966754381511826,0.9533860088124222,1.5148372459263673,-0.01901058934120918,0.19595359922204916,0.5867984881987258
1,S01_W00,155,walking,-1.4582996003644473,0.7347819165046843,1.51568640921343,-0.34159580435993203,0.025746343162839608,0.6513882433092586
1,S01_W00,156,walking,-1.333422878034402,0.9524794498798458,1.366371079324865,0.12342006242470233,0.11475251604756648,0.7944818223503365
1,S01_W00,157,walking,-1.178096832926593,1.1428751998012796,1.4233456669637201,0.08271069950322542,0.062301551756687015,0.6058805542278864
1,S01_W00,158,walking,-0.9161395112711124,1.0534966995594,1.0835089527218704,0.04042376273168278,0.21075235249335594,0.6168475025534591
1,S01_W00,159,lifting,1.0494562189031176,0.7714479307365036,1.483924503611931,0.11088591286326699,-0.02243564104822148,0.46370714726794865
1,S01_W00,160,lifting,1.2540875326828023,0.7329312643660222,1.5210597945112638,0.08798304595205475,0.092411895657525,0.43470313442073505
1,S01_W00,161,lifting,1.264292693606105,0.8082931393061361,1.8109530163654015,0.08399490370752227,-0.06133529849608984,0.5935994426805522
1,S01_W00,162,lifting,1.2873067281527564,0.6919709438595252,1.9733735243474966,0.13104645152768535,0.19035130444324155,0.6820828761617971
1,S01_W00,163,lifting,1.3526524640118986,0.7376539959808904,2.0621378199247884,0.0002716963267399494,0.053204834364314425,0.6524031785290066
1,S01_W00,164,lifting,1.3901207350767113,0.6277134571876376,2.0375970265201833,0.018083098000970875,0.039086144484552124,0.6231436605454698
1,S01_W00,165,lifting,1.464828572442343,0.6305579349326663,2.173062361099229,-0.02627932931799131,-0.0636605206363669,0.7205510847084706
1,S01_W00,166,lifting,1.3700915296828653,0.5005937229991256,2.0419521814525585,-0.1626361456411041,0.03576435803768345,0.5923111217171118
1,S01_W00,167,lifting,1.364585961122936,0.6531063993505059,2.136670794633784,-0.08009644614400493,0.06104344422734227,0.6723718017817019
1,S01_W00,168,lifting,1.1868541735480116,0.543089109395889,1.8900768074174144,-0.12663744866404789,0.024765786694623416,0.7153917333600243
1,S01_W00,169,lifting,1.397399781371611,0.5554836850641401,1.9511286748152752,-0.11422188896877156,-0.019994032266558652,0.640109039408484
1,S01_W00,170,lifting,1.311718865417805,0.4600854986035638,1.954890000052586,-0.12139107577317648,-0.056806996090228004,0.7264034492276156
1,S01_W00,171,lifting,1.2035197539818647,0.4768646803585758,1.7026916115396222,-0.2655829743202128,-0.025856184633930232,0.6999681719660238
1,S01_W00,172,lifting,0.9714020366325024,0.46640770520078023,1.5132593138582724,-0.2328475086881612,0.023761233841531858,0.8600340841567506
1,S01_W00,173,lifting,0.8245411735071834,0.5106960419559343,1.451250061443959,-0.201435942082152,0.022549678247672022,0.7076564436670113
1,S01_W00,174,lifting,0.797393405036641,0.4697623895256565,1.209522982787822,-0.15943725932168656,-0.04010845848648126,0.6747016245165817
1,S01_W00,175,lifting,0.5885763069502624,0.3494659061679948,1.151199125966445,-0.26954621341568086,-0.0056783997660293205,0.5975820929276036
1,S01_W00,176,lifting,0.5120574033213933,0.14453797600291068,0.7377761972552056,-0.2560219774137823,0.11450241025314674,0.9185016316727348
1,S01_W00,177,lifting,0.33282212674330364,0.34510706779093564,0.5942941273327703,-0.2943834256460388,0.04277904854109957,0.7055125375304482
1,S01_W00,178,lifting,0.23316086795196897,0.1555159984549617,0.2189625085236542,-0.41108842489501646,0.05990534532311974,0.684996396913325
1,S01_W00,179,lifting,0.018472323266358177,0.1464961044583747,0.1458254406417123,-0.27560447502890634,-0.0450783811153994,0.8115854196572504
1,S01_W00,180,lifting,0.03363045622820565,0.14290271119909884,0.22943864685470894,-0.19019769519121602,0.0978610691067266,0.7687336342853033
1,S01_W00,181,lifting,-0.2023288322338923,0.10247939391186556,0.2922725949832084,-0.23011008936512986,-0.10067820089363315,0.6619334227155953
1,S01_W00,182,lifting,-0.2999854049656775,0.08589434797476214,0.7219632301315675,-0.30165608897273977,-0.08377370340698062,0.7119319497609465
1,S01_W00,183,lifting,-0.5447648317974991,-0.01687709800030197,0.9077017374687739,-0.29980762573669173,0.037471537014814205,0.6575101544227887
1,S01_W00,184,lifting,-0.658217561666971,-0.06430995519265433,0.9590361004457458,-0.2781141942242469,-0.0042426316541183395,0.7201872408701311
1,S01_W00,185,lifting,-0.6846882727621688,-0.11313468370188408,1.1865274882057937,-0.4129097267051446,-0.05958665031425048,0.7257171787933324
1,S01_W00,186,lifting,-1.0025587935544342,-0.03461163933882455,1.3621076348462524,-0.12562906364117593,0.01861548430422648,0.754466994416578
1,S01_W00,187,lifting,-1.0636877217767542,-0.18377671163418474,1.6618112734876895,-0.39582314320654766,-0.14445086337794327,0.7125214499676936
1,S01_W00,188,lifting,-1.1505416694747577,-0.16670479244882552,1.688687984690728,-0.22076500399166446,0.09944737985718755,0.8426361378716324
1,S01_W00,189,lifting,-1.2171445868366142,-0.18149560677028226,1.7748236170223632,-0.2132243383445847,0.07624970727993591,0.7730724764442832
1,S01_W00,190,lifting,-1.295998808996027,-0.17589569350658082,1.6332099780570664,-0.25881928885978195,-0.07180031701474238,0.7389216054836263
1,S01_W00,191,lifting,-1.364029322302025,-0.4480419519699182,1.7996627610905511,-0.19051523533024983,0.2227309196389789,0.9156356178269196
1,S01_W00,192,lifting,-1.406950123119614,-0.38864363541519165,1.807882738561296,-0.25002433766807863,0.019978386061342737,0.6949354336944331
1,S01_W00,193,lifting,-1.3936569021262855,-0.5179346429420235,1.8319731961137682,-0.06103793357051418,0.062026142215391454,0.8111810441619995
1,S01_W00,194,lifting,-1.4878311811597855,-0.3500540301803887,1.7938212085181438,0.0019701614671399845,0.03547550600085668,0.6704432745236681
1,S01_W00,195,lifting,-1.3854720258660265,-0.4157561887478182,1.8440096155935306,-0.03618952102581868,0.16264997658657937,0.8636764304761948
1,S01_W00,196,lifting,-1.3417879099713494,-0.40948096967967307,1.8598696867824778,0.15481656671760666,-0.05418088810920311,0.7112236258082879
1,S01_W00,197,lifting,-1.1473021889003625,-0.5765185042226473,1.48383700923546,-0.019214948492877616,0.08178497343981037,0.7791738488607909
1,S01_W00,198,lifting,-1.247628514097545,-0.5659368825970249,1.3929995670084534,-0.030471844180213883,0.23494686728294512,0.8129336691070979
1,S01_W00,199,lifting,-1.0398733143206025,-0.5689753089575516,1.2732689532445134,0.0012308510410993165,-0.15534449898939523,0.6804064987437125
1,S01_W00,200,lifting,-1.157924750879064,-0.7253215808445408,1.0107502867448734,0.18069347290657123,0.05772414888147791,0.8951535207337065
1,S01_W00,201,lifting,-0.8709500365018943,-0.49580827368615926,0.8351663722729366,0.13071735726935724,0.12415801764670747,0.7467840885121277
